Fecha;Hora;PM25_P1;PM25_P2;PM25_P3;PM25_P4;PM25_P5;PM25_SINCA
250714;500;173,683;178,983;167,633;213,733;190,367;63
250714;600;173,783;178,983;168,133;216,7;190,083;60
250714;700;173,567;178,517;167,65;217,05;188,883;52
250714;800;176,4;181,883;168,95;220,717;193,217;65
250714;900;175,733;182,733;169,967;220,05;194,517;71
250714;1000;174,967;182,95;171,367;215,167;194,417;73
250714;1100;173,933;180,95;173,833;205,5;194,15;80
250714;1200;173,117;182,95;175,85;199,533;193,617;78
250714;1300;180;190,567;183,117;213,217;202,433;83
250714;1400;183,083;192,383;184,65;217,8;205,767;82
250714;1500;187;197,9;187,083;225,5;211,167;84
250714;1600;189,867;200,2;188,617;230,567;213,4;84
250714;1700;192,933;201,667;188,133;237,483;215,467;85
250714;1800;195,383;206,5;188,9;245,867;217,533;86
250714;1900;195,017;203,217;187,583;245,1;214,767;83
250714;2000;198,2;205,917;188,617;247,183;216,567;86
250714;2100;196,9;205,9;189,15;248,633;217,3;82
250714;2200;197,7;208,517;191,3;250,367;219,833;87
250714;2300;198,6;207,217;190,683;250,967;218,95;82
250715;0;196,267;204,55;187,583;245,833;214,8;76
250715;100;196,767;205,3;188,3;248,267;216,167;76
250715;200;193,733;203,9;186,067;246,5;214,217;77
250715;300;189,267;198,383;181,45;239,217;209,067;76
250715;400;190,15;196,933;180,817;242,967;208,6;68
250715;500;172,95;179,35;168,25;216,183;188,15;55
250715;600;157,05;160,717;154,067;177,117;166,167;39
250715;700;166,55;171,517;162,367;201;177,8;54
250715;800;165,067;169,1;161,233;193,417;173,917;47
250715;900;160,517;164,333;158,133;183,1;170,433;46
250715;1000;162,9;168,517;161,467;190,983;179,167;62
250715;1100;160,45;165,6;158,767;189,017;176,483;59
250715;1200;160,233;165,9;160,45;181,117;173,2;47
250715;1300;202,017;216,1;203,783;239,983;229,917;96
250715;1400;208,35;219,317;209,983;243,667;237,3;101
250715;1500;195,433;205,117;198,167;227,117;221,517;91
250715;1600;159,633;164,683;160,417;180,967;175,717;54
250715;1700;160,567;166,3;159,633;187,033;176,7;56
250715;1800;188,8;196,95;183,683;228,367;209,083;78
250715;1900;187,767;196,9;182,15;229,883;207,067;69
250715;2000;188;195,917;180,667;228,117;205,15;72
250715;2100;179,067;186,267;173,05;219,15;195,967;64
250715;2200;165,5;170,083;162,433;194,167;176,833;47
250715;2300;163,767;167,45;160,4;186,483;171,617;47
250716;0;158,233;162,233;155,8;174,217;166,917;43
250716;100;149,533;152,133;146,417;162,6;158,267;31
250716;200;154,617;157,3;151,333;169,1;163,383;30
250716;300;154,733;156,45;150,717;170,083;162,617;32
250716;400;146,717;148,9;143,4;162,25;155,683;29
250716;500;149,633;151,967;146,233;166,083;158,8;35
250716;600;151,133;152,7;147,383;168,317;160,317;31
250716;700;146,667;148,3;143,033;163,867;155,45;30
250716;800;141,867;142,917;138,467;157,583;150,383;29
250716;900;136,45;137,683;133,917;148,383;144,817;31
250716;1000;143,283;145,95;141,9;153,583;151,483;29
250716;1100;149,233;153,15;149,917;163,733;160,4;43
250716;1200;138,233;140,8;139,45;146,483;147,35;33
250716;1300;133,317;135,983;134,783;140,5;141,95;21
250716;1400;151,333;157,583;154,167;164,533;165,45;53
250716;1500;160,067;167,317;163,45;177,833;177,217;57
250716;1600;165,883;172,85;168,433;186,3;183,817;68
250716;1700;166,083;171,6;165,333;189,133;183,333;61
250716;1800;174,383;179,817;170,217;200,15;190;67
250716;1900;172,333;177,167;168,5;200,15;188,05;60
250716;2000;163,2;166,883;161,35;183,333;173,9;51
250716;2100;157,067;160,533;155,533;171,133;166,417;42
250716;2200;148,033;150,567;146,4;158,7;157,3;36
250716;2300;136,55;137,983;134,75;147,65;145,833;21
250717;0;126,217;126,267;123,017;136,1;134,267;18
250717;100;110,483;110,65;109,333;120,867;119,7;11
250717;200;105,617;105,75;105,467;111,4;111,8;8
250717;300;104,317;104,3;103,833;109,717;109,967;10
250717;400;102,65;102,517;102,917;108,383;108,583;7
250717;500;100,4;100,717;101,233;105,367;106;6
250717;600;100,1;100,817;101,533;103,983;105,65;4
250717;700;99,433;99,95;100,617;102,783;104,767;5
250717;800;100,233;100,75;101,667;103,2;105,483;8
250717;900;104,017;104,683;105,5;105,367;109,45;16
250717;1000;99,233;100,217;101,033;102,283;104,3;3
250717;1100;111,65;113,317;114,3;110,8;117,85;14
250717;1200;126,25;129,033;129,883;124,1;134,1;25
250717;1300;116,217;118,567;118,45;113,517;123,617;8
250717;1400;127,883;130,4;130,4;128,083;135,883;20
250717;1500;139,05;141,667;141,133;144,533;147,5;28
250717;1600;141,917;145,167;144;149,233;150,95;36
250717;1700;144,233;146,95;144,85;150,783;152,7;43
250717;1800;133,333;135,717;134,25;137,667;141,117;25
250717;1900;124,767;126,55;125,167;128,75;132,45;18
250717;2000;126,333;127,383;126,067;129,8;133,633;24
250717;2100;123,183;124,05;123,15;127;131,3;18
250717;2200;110,05;110,567;110,033;114;116,55;10
250717;2300;104,933;105,85;105,983;108,1;110,933;10
250718;0;99,533;100,083;100,917;103,167;104,55;9
250718;100;99,2;99,817;100,833;102,867;104,383;5
250718;200;98,867;99,6;100,467;102,617;104,117;3
250718;300;98;99,017;100,017;102;103,083;2
250718;400;98;99;100;102;103;1
250718;500;98,017;99;100;102;103;2
250718;600;98;99,017;100;102;103;2
250718;700;98,033;99,033;100,05;102;103,05;2
250718;800;100;100,933;101,633;102,967;105,433;10
250718;900;105,267;106,05;107,067;107,1;111,383;15
250718;1000;101,45;102,117;103,05;103,683;106,633;13
250718;1100;121;123,233;123,333;123,7;127,983;27
250718;1200;134,283;136,8;136,667;137,483;142,6;30
250718;1300;141,417;143,95;143,517;146,983;150,083;36
250718;1400;135,6;138,4;137,433;141,767;143,967;42
250718;1500;122,817;125,117;124,3;127,25;130,4;25
250718;1600;135,923;138,654;137,615;142;143,962;38
250718;1700;98;99;100;102;103;47
250718;1800;98;99;100;102;103;39
250718;1900;98;99;100;102;103;32
250718;2000;98;99;100;102;103;28
250718;2100;98;99;100;102;103;31
250718;2200;98;99;100;102;103;28
250718;2300;98;99;100;102;103;19
250719;0;98;99;100;102;103;22
250719;100;98;99;100;102;103;16
250719;200;98;99;100;102;103;24
250719;300;98;99;100;102;103;15
250719;400;98;99;100;102;103;15
250719;500;98;99;100;102;103;13
250719;600;98;99;100;102;103;11
250719;700;98;99;100;102;103;11
250719;800;108,909;108,909;108,091;114,091;115,364;8
250719;900;111,433;111,733;111,317;115,65;118,817;10
250719;1000;111,167;111,633;111,833;113,833;117,817;9
250719;1100;125,633;127,633;126,917;130,967;132,867;15
250719;1200;133,467;135,5;134,7;140,833;141,767;26
250719;1300;138,783;141,35;140,167;147,483;147,483;31
250719;1400;134,283;136,183;134,767;141,2;142,317;23
250719;1500;148,117;151,917;149,667;160,9;159,817;39
250719;1600;163,667;170,683;165,533;184,617;181,35;65
250719;1700;162,9;168,467;163,517;185,017;179,667;55
250719;1800;157,583;161,95;157,2;178,317;172,967;55
250719;1900;164,65;169,55;163,867;186,467;180,517;67
250719;2000;163,233;168,667;162,817;186,033;179,333;59
250719;2100;157,283;160,967;156,183;176,133;170,467;49
250719;2200;156,367;159,567;155,1;170,383;166,683;49
250719;2300;148,5;150,533;147,2;155,417;156,233;34
250720;0;140,183;142,317;139,417;147,117;148,333;31
250720;100;133,817;135,2;132,95;140,05;141,267;21
250720;200;128,35;130,167;127,7;136;136,65;20
250720;300;120,067;121,067;118,983;127,867;127,667;13
250720;400;118,783;119,467;116,383;126,183;126,067;13
250720;500;122,567;123,717;120,5;131,6;130,333;16
250720;600;111,65;111,867;110,95;119,883;119,3;12
250720;700;111,817;112,217;110,733;119,617;119,15;11
250720;800;105,083;105,783;105,783;109,617;110,933;6
250720;900;102,95;103,633;104,4;106,783;108,6;5
250720;1000;107,233;107,733;108,483;109,067;113,4;5
250720;1100;113,267;114,667;113,483;115,767;120,633;8
250720;1200;118,083;119,683;118,1;124,867;125,85;12
250720;1300;113,433;115,117;113,583;118,7;120,85;10
250720;1400;126,883;128,8;127,583;134,367;135,033;16
250720;1500;139,683;142,067;140,983;148,35;148,317;33
250720;1600;138,317;140,933;139,617;147,567;147,183;36
250720;1700;147,967;151,417;149,517;161,35;159,117;50
250720;1800;148,283;151,017;147,15;155,55;156,05;47
250720;1900;148,25;151,25;147,1;155,15;156,25;43
250720;2000;152,683;156,083;151,717;161,667;160,967;51
250720;2100;152,9;156,367;151,983;162,633;161,483;42
250720;2200;151,983;155,367;151,383;161,983;161,45;44
250720;2300;145,983;149,217;145,8;153,967;154,583;35
250721;0;148,65;151,717;147,333;156,65;156,9;36
250721;100;147,833;151,267;146,817;155,817;156,25;36
250721;200;141,183;143,75;140,1;149,667;149,7;28
250721;300;140,167;143;139,367;148,717;148,833;25
250721;400;134,133;136,117;132,633;141,9;141,733;26
250721;500;138,017;140,617;137,017;146,483;146,483;28
250721;600;134,433;136,083;133;142;142,1;27
250721;700;133,717;135,833;132,517;140,6;141,217;23
250721;800;133,417;135,633;132,7;140;140,783;26
250721;900;134,817;137,067;134,767;139,933;142,233;29
250721;1000;150,833;155,2;152,15;161,833;163,05;42
250721;1100;148,383;152,217;150,55;158,983;159,95;44
250721;1200;147,817;151,4;149,95;158,1;159,333;45
250721;1300;151,067;155,617;153,2;164,1;165,083;48
250721;1400;157,15;162,883;159,5;171,433;173,117;55
250721;1500;156,55;162,467;158,95;171,917;173;50
250721;1600;150,75;156,217;152,867;165,017;164,983;47
250721;1700;159,167;165,9;161,4;178,9;176,15;60
250721;1800;159;162,65;157,65;175,917;172,1;55
250721;1900;157,05;161,1;155,85;173,05;168,283;50
250721;2000;158,683;162,75;157,7;177,25;171,65;53
250721;2100;158,083;162,5;157,067;175,067;170,783;50
250721;2200;154,667;158,65;153,917;167,083;165,333;46
250721;2300;151,05;154,633;150,167;159,367;159,8;40
250722;0;151,85;155,333;150,917;159,433;160,533;43
250722;100;148,1;151,45;146,783;155,483;156,383;32
250722;200;145,15;148,033;143,8;153,2;153,383;28
250722;300;141,817;144,267;140,15;150,117;149,867;23
250722;400;141,1;143,133;139,167;149,267;148,967;26
250722;500;137,617;139,7;135,983;145,85;145;20
250722;600;134,667;136,567;132,667;143,133;142,217;20
250722;700;142,833;145,3;141,183;151,617;151,15;27
250722;800;139,733;142,317;138,583;147,9;148,2;25
250722;900;139,633;142;138,733;146,367;147,967;30
250722;1000;141,333;144,65;142,517;149,133;149,983;38
250722;1100;141,267;143,617;142,417;149,883;150,1;32
250722;1200;135,583;137,85;136,1;143,75;144,167;27
250722;1300;149,85;154,917;151,75;164,283;163,883;48
250722;1400;154,9;160,7;156,517;172,217;170,767;58
250722;1500;154,3;161,267;155,95;174;170,9;61
250722;1600;152,383;158,75;154,167;172,6;167,6;58
250722;1700;152,933;157,967;154,067;172,817;167,833;56
250722;1800;157,95;162,75;156,833;178,083;171,95;64
250722;1900;157,167;161,183;155,85;174,75;168,317;59
250722;2000;145,033;148,433;144,567;154,417;153,7;38
250722;2100;145,083;148,017;144,017;153,917;153,367;32
250722;2200;142,433;145,067;141,133;150,983;150,633;28
250722;2300;133,483;135,7;132,55;141,967;141,717;24
250723;0;127,517;128,967;126,067;135,467;135,617;15
250723;100;121,533;122,717;120,083;129,567;129,25;13
250723;200;117,25;117,167;114,717;124,967;124,817;15
250723;300;111,633;111,7;110,1;121,317;119,883;9
250723;400;111,567;111,517;110,367;122,367;120,733;11
250723;500;117,067;117,533;114,533;126,367;125,433;13
250723;600;118,733;117,6;115,233;127,883;125,983;17
250723;700;123,567;124,217;120,817;134,583;131,717;14
250723;800;135,45;137,1;133,9;143,567;142,95;26
250723;900;138,133;140,55;137,317;145,183;146,333;33
250723;1000;139,567;142,683;140,3;147;148,217;35
250723;1100;146,8;150,45;149,2;153,133;156,167;51
250723;1200;151,367;156,733;154,9;158,8;164,583;51
250723;1300;169,567;177,533;174,9;178,617;189,4;67
250723;1400;171,383;179,45;176,617;182,35;191,05;68
250723;1500;168,317;175,85;172,933;181,883;187,367;62
250723;1600;169,8;177,4;173,967;185,483;188,383;65
250723;1700;171,383;179,267;174,3;189,083;189,217;60
250723;1800;173,817;179,567;171,717;191,517;188,417;55
250723;1900;180,317;186,433;175,75;200,367;195,167;61
250723;2000;178,683;184,9;175,033;202,083;195,167;61
250723;2100;169,65;175,083;166,617;191,683;185,267;56
250723;2200;165,817;170,283;164,067;185,1;180,4;52
250723;2300;157,433;161,033;156;169,6;167,083;40
250724;0;153,133;156,317;151,267;162,15;161,483;46
250724;100;155,633;159,117;154,05;168;164,317;40
250724;200;152,667;155,933;150,4;161,967;160,45;36
250724;300;149,717;152,5;147,067;158,5;157,117;33
250724;400;152,35;156,267;150,8;161,917;160,55;36
250724;500;156,383;160,083;154,083;167,267;164,367;37
250724;600;161,517;166,017;159,183;180,233;172,433;45
250724;700;163,633;169,333;161,15;188,967;174,85;35
250724;800;160,9;167,05;158,917;182,2;173,917;44
250724;900;160,233;165,917;159,533;179,533;174,217;45
250724;1000;177,117;185,067;177,233;199,233;197,017;63
250724;1100;166,483;172,217;167,45;182,017;183,433;57
250724;1200;151,367;156,5;153,95;163,15;165,35;48
250724;1300;140,667;143,817;142,533;148,267;149,617;32
250724;1400;139,4;143,55;141,017;147,767;148,767;26
250724;1500;137,083;139,283;138,183;144,867;145,7;26
250724;1600;139,85;143,133;140,933;147,567;148,083;31
250724;1700;144;147,367;144,133;151;152,517;31
250724;1800;147,9;151,633;147,267;156,4;156,55;35
250724;1900;150,817;153,767;148,333;159,4;158,017;35
250724;2000;153,85;156,8;151,967;163,583;161,833;41
250724;2100;154,017;157,333;151,883;164,017;161,983;37
250724;2200;150,1;153,017;148;158,983;158,033;38
250724;2300;142,65;144,883;141;152,25;150,983;27
250725;0;139,233;141,7;137,467;148,733;147,033;23
250725;100;132,033;133,35;129,3;141,85;139,9;18
250725;200;127,117;128,3;124,617;137,35;134,95;14
250725;300;112,833;112,717;110,667;124,467;120,45;12
250725;400;111;110,717;109,383;123,733;117,75;9
250725;500;102,35;102,883;102,8;108,217;108,15;6
250725;600;101,667;101,917;101,983;106,233;106,95;5
250725;700;102,433;102,6;102,75;107,4;107,983;4
250725;800;106,183;106,783;106,55;110,15;111,95;13
250725;900;105,333;106,1;106,033;108,483;110,933;10
250725;1000;107,833;108,717;108,583;112,1;114,5;12
250725;1100;104,3;105,2;105,75;107,433;110,083;14
250725;1200;131,517;134,533;133,183;137,767;139,5;30
250725;1300;141,833;145,567;143,433;148,617;150,667;35
250725;1400;139,583;143,117;140,967;146,65;148,5;29
250725;1500;143,033;146,167;143,7;149,767;151,883;33
250725;1600;145,167;148,117;145,217;151,917;154,267;37
250725;1700;147,617;150,25;146,45;153,967;155,55;38
250725;1800;151,133;153,883;148,817;157,7;157,867;39
250725;1900;155,483;159,15;153,217;163,95;162,55;47
250725;2000;155,5;159,033;153,333;163,933;162,95;42
250725;2100;153,6;156,8;151,933;160,8;161,367;44
250725;2200;151,867;155,367;150,483;158,817;159,55;38
250725;2300;148,95;151,85;147,15;155,917;156,683;35
250726;0;146,15;149;144,933;153,383;154,233;28
250726;100;143,617;146,517;142,1;151,433;151,4;29
250726;200;138,767;140,95;137,083;147,05;145,85;25
250726;300;136,55;138,183;134,583;144,467;143,717;20
250726;400;135,1;137;132,983;143,483;142,733;17
250726;500;135,667;137,467;133,783;144,717;143,383;17
250726;600;134,767;136,733;132,067;144,083;142,517;17
250726;700;132,7;133,75;129,25;141,9;139,85;23
250726;800;134,3;136,283;132,317;141,983;141,867;23
250726;900;127,633;129,45;127,283;134,15;135,65;17
250726;1000;143,45;146,917;144,1;149,5;152,533;29
250726;1100;140,183;142,75;140,133;145,95;148,75;24
250726;1200;146,233;150,033;147,1;152,65;155,35;35
250726;1300;145,65;149,033;146,167;152,133;155,217;31
250726;1400;140,983;143,883;141,233;147,483;149,7;26
250726;1500;138,867;141,783;139,05;145,75;147,8;27
250726;1600;153,683;158,467;153,933;164,267;166,017;43
250726;1700;164,883;171,633;165,033;181,267;181,317;51
250726;1800;168,433;174,25;165,467;185,783;182,583;52
250726;1900;170,75;176;166;189,2;183,333;51
250726;2000;176,3;180,833;170,433;195,817;189,1;54
250726;2100;179,517;185,533;174,483;200,5;193,6;60
250726;2200;172,083;177,9;168,5;192,583;186,317;50
250726;2300;163,9;168,533;161,3;178,483;174,083;39
250727;0;162,2;166,45;159,95;176,017;171,033;45
250727;100;159,933;164,283;158,117;171,333;168,15;46
250727;200;157,117;161,05;155,283;166,333;164,65;38
250727;300;157,733;162,05;156,117;168,65;165,967;35
250727;400;157,4;162,533;155,95;169,5;166,017;35
250727;500;162,567;168,05;161,217;180,633;175,2;42
250727;600;161,567;167,533;160,15;180,8;173,867;41
250727;700;163,467;170,117;161,75;183,883;177,383;43
250727;800;163,717;169,567;162;184,017;178,017;47
250727;900;157,95;162,683;157,6;173,317;171,267;38
250727;1000;154,567;159,45;154,433;165,183;165,433;38
250727;1100;180,9;191,45;181,967;202,55;201,283;59
250727;1200;178,083;186,483;182,367;192,833;199,117;60
250727;1300;171,35;177,567;173,133;183,45;189,633;60
250727;1400;162,917;168,933;164,95;175,033;178,967;52
250727;1500;172,467;180;175,017;189,4;191;57
250727;1600;180,717;188,95;181,767;202,35;200,6;63
250727;1700;184,017;192,783;183,583;209,017;204,333;60
250727;1800;182,55;190,3;179,783;208,15;200,8;57
250727;1900;185,667;193,35;181,483;211,367;202,583;58
250727;2000;187,683;197,167;184,8;214,467;206,25;59
250727;2100;170,017;177,55;166,9;194,417;185,05;48
250727;2200;180,583;188,717;177,317;206,667;198,1;59
250727;2300;171,017;177,35;167,917;193,533;186,633;53
250728;0;165,467;171,433;162,517;186,667;179,467;49
250728;100;162,717;168,367;160,167;181,75;174,517;43
250728;200;140,467;143,433;139,083;148;148,083;19
250728;300;134,217;136,283;132,6;141,067;141,2;19
250728;400;121,667;122,083;120;128,6;128,6;13
250728;500;107,833;108,183;107,617;112,6;113,517;7
250728;600;134,517;136,4;133,217;142,6;141,85;28
250728;700;144,933;147,383;142,483;153,15;151,783;24
250728;800;132,2;133,467;130,35;138,667;139,467;16
250728;900;124,75;126,35;125,267;129,2;132,283;12
250728;1000;123,6;125,633;124,167;130,2;131,267;15
250728;1100;109,017;110,083;109,8;113,067;115,133;5
250728;1200;139,817;142,35;141,8;145,133;148,45;28
250728;1300;115,467;117,133;116,433;119,133;122,783;11
250728;1400;126,167;128,817;127,383;132,067;133,917;17
250728;1500;142,8;145,833;144,05;151,917;152,05;35
250728;1600;143,65;146,983;145,117;153,633;152,883;36
250728;1700;143,45;146,4;143,7;152,65;151,967;35
250728;1800;144,517;147,083;143,067;151,283;151,883;41
250728;1900;142,733;145,417;141,7;150,767;150,55;29
250728;2000;141,333;144,267;140,95;150,417;149,95;29
250728;2100;143,017;146;142,85;152,367;151,8;32
250728;2200;140,183;142,9;139,267;149,783;148,633;30
250728;2300;131,55;133,167;130,2;139,867;139,167;20
250729;0;124,667;126,167;123,467;134,15;132,533;17
250729;100;122,067;123,467;121,067;130,217;129,2;8
250729;200;114,25;113,8;112,3;123,05;122,783;10
250729;300;117,717;118,617;116,05;126,317;125,583;16
250729;400;123,033;124,317;121,783;132,5;131,15;19
250729;500;133,867;136,2;132,9;143,967;141,983;24
250729;600;131,967;134,267;131,117;141,433;139,883;26
250729;700;117,45;118,35;116,683;124,95;124,483;16
250729;800;123,15;124,967;123,533;131,367;131,217;22
250729;900;122,7;123,7;122,7;129,383;130,183;21
250729;1000;103,933;104,9;105,367;106,9;109,65;8
250729;1100;126,717;128,683;127,917;133,383;134,45;19
250729;1200;126,717;128,7;127,733;132,55;134,467;23
250729;1300;122,517;124,883;123,567;128,433;130,4;18
250729;1400;124,25;126,383;124,767;130,133;132,017;21
250729;1500;132,933;135,933;134,083;141,617;142,667;20
250729;1600;149,583;153,6;151,6;161,733;162,233;51
250729;1700;146,817;149,833;147,833;154,35;155,5;48
250729;1800;138,5;141,583;139,617;145,283;146,217;35
250729;1900;119,4;120,833;119,7;123,933;126,183;19
250729;2000;145,933;149,967;146,883;155,183;154,817;51
250729;2100;147,417;151,183;147,517;154,55;155,417;45
250729;2200;141,617;145,183;142,283;148,95;149,833;38
250729;2300;139,667;142,567;139,483;146,55;147,8;36
250730;0;138,2;141,067;138,317;145,35;146,467;31
250730;100;133,117;135,433;132,867;139,633;140,383;25
250730;200;126,317;127,95;125,983;133,017;133,483;15
250730;300;121,883;123,417;121,9;128,667;129,267;16
250730;400;117,65;118,833;117,083;124,917;125,483;15
250730;500;108,017;108,75;108,133;114,3;114,883;8
250730;600;103,433;104,083;104,733;108;109;8
250730;700;113,4;115,167;114,367;118,017;120,05;14
250730;800;138,083;141,3;138,15;143,883;146,7;27
250730;900;143,317;146,717;142,883;148,2;151,117;34
250730;1000;144,85;148,4;144,933;149,15;152,733;37
250730;1100;143,783;147,467;144,483;148,583;151,983;32
250730;1200;143,7;147,817;146,017;149,867;152,617;37
250730;1300;143,683;146,8;145,867;149,883;152,55;35
250730;1400;142,75;146,583;144,45;148,083;151,217;35
250730;1500;147,15;151,1;148,017;150,983;155,7;36
250730;1600;142,733;146,033;143;147,033;150,5;28
250730;1700;143,517;147,4;143,917;148,083;151,333;32
250730;1800;144,417;147,433;143,967;148,617;151,9;31
250730;1900;140,2;142,8;139,883;144,767;147,517;29
250730;2000;147,383;150,783;146,717;151,683;154,983;36
250730;2100;151,517;155,483;150,4;155,883;159,033;40
250730;2200;148,017;152,333;147,817;153,417;155,883;37
250730;2300;135,6;138,2;134,283;141,683;141,967;18
250731;0;135,6;137,8;133,45;140,917;141,367;20
250731;100;138,617;141,8;137,417;144,667;145,567;21
250731;200;139,783;142,8;138,95;146,317;147,5;18
250731;300;134,45;136,917;133,667;139,583;141,617;18
250731;400;119,433;121,4;119,683;123,933;125,65;8
250731;500;98;99;100;102;103;4
250731;600;98,25;99,25;100,233;102,083;103,333;3
250731;700;98,083;99,05;100,033;102,017;103,017;3
250731;800;98;99;100;102;103;3
250731;900;98;99;100;102;103,017;3
250731;1000;98,05;99,05;100,067;102,05;103,1;3
250731;1100;109,3;110,367;110,6;110,783;115,617;14
250731;1200;100,9;101,617;102,267;104;106,233;8
250731;1300;99,4;100,367;101,167;102,75;104,75;3
250731;1400;99,833;100,6;101,333;103,45;105,417;3
250731;1500;100,85;101,567;102,367;104,633;106,417;6
250731;1600;103,6;104,783;104,517;107,767;108,95;5
250731;1700;105,533;106,317;105,633;109,833;110,533;7
250731;1800;107,1;107,917;107,05;111,267;112,333;10
250731;1900;108,433;109,65;108,2;113,45;113,783;9
250731;2000;111,617;113,533;110,633;119,017;117,817;6
250731;2100;111,283;113,233;110,45;117,033;117,6;7
250731;2200;105,567;106,717;105,867;109,317;110,833;8
250731;2300;102,567;103,867;103;106,35;107,367;5
250801;0;101;101,833;101,883;104,6;105,55;3
250801;100;99,917;100,683;101,25;103,667;104,717;3
250801;200;101,3;102,283;102,25;105,3;106,033;2
250801;300;98;99;100;102;103;4
250801;400;98;99;100;102;103;1
250801;500;98;99;100;102;103;1
250801;600;98,167;99,133;100,15;102,083;103,167;1
250801;700;98;99;100;102;103;2
250801;800;98,5;99,283;100,117;102,067;103,367;1
250801;900;98,367;99,3;100,2;102,183;103,333;1
250801;1000;98;99;100;102;103;1
250801;1100;98;99;100;102;103;1
250801;1200;98;99;100;102;103;1
250801;1300;98,7;99,417;100,533;102,217;103,683;1
250801;1400;98,7;99,617;100,667;102,117;103,733;1
250801;1500;98;99;100;102;103;1
250801;1600;98,017;99;100,017;102;103;2
250801;1700;98,617;99,567;100,45;102,233;103,817;5
250801;1800;99,833;100,717;101,467;103,1;104,917;6
250801;1900;100,117;100,967;101,65;103,317;105,333;3
250801;2000;99,3;100,017;100,783;102,517;104,25;1
250801;2100;98,117;99,067;100,033;102;103,117;3
250801;2200;100,633;101,683;101,833;103,433;105,7;7
250801;2300;103,4;104,417;103,883;105,617;108,183;7
250802;0;101,717;102,65;102,667;104,767;106,75;8
250802;100;98,05;99,05;100,033;102,017;103,05;4
250802;200;98;99;100;102;103;1
250802;300;98;99;100;102;103;1
250802;400;98;99;100;102;103;1
250802;500;98;99;100;102;103;1
250802;600;98;99;100;102;103;1
250802;700;98;99;100;102;103;1
250802;800;98;99;100;102;103;1
250802;900;98;99;100;102;103;1
250802;1000;98;99;100;102;103;1
250802;1100;98,417;99,433;100,45;102,067;103,6;1
250802;1200;98,133;99,033;100,05;102;103,067;3
250802;1300;99,433;100,517;101,283;102,867;104,617;5
250802;1400;103,75;105,4;105,35;106,417;109,483;8
250802;1500;108,317;108,983;109,017;109,5;114,433;8
250802;1600;112,167;113;112,633;112,283;118,8;7
250802;1700;123;125,133;122,9;124,917;129,617;10
250802;1800;128,917;131,233;127,967;131,25;135,05;11
250802;1900;135,783;137,767;132,75;137,083;140,733;13
250802;2000;138,9;141,633;136,5;140,583;143,55;19
250802;2100;141,133;143,333;138,2;142,55;146,017;20
250802;2200;130,317;132,017;128,2;132,967;135,8;16
250802;2300;119,583;120,1;116,5;123,467;125,667;9
250803;0;106,7;107,3;106,833;110,333;112,55;7
250803;100;108,867;109,283;108,783;112,25;114,867;7
250803;200;100,017;100,767;101,2;103,667;105,017;6
250803;300;98,767;99,617;100,317;102,483;103,683;3
250803;400;99,4;100,05;100,533;102,9;104,4;1
250803;500;98,733;99,483;100,267;102,317;103,767;1
250803;600;98,583;99,183;100,183;105,75;103,383;3
250803;700;98,083;99,05;100,017;104,917;103,067;2
250803;800;104,833;105,417;105,033;108,983;110,1;6
250803;900;104,717;105,467;105,15;108,7;110;8
250803;1000;108,533;108,95;108,333;111,667;114,283;11
250803;1100;101,917;102,917;103,383;105,35;107,233;7
250803;1200;122,1;125,667;123,867;125,05;130,367;18
250803;1300;141,7;145,133;143,367;142,617;150,117;27
